chr6	12500966
chr6	12508378
chr6	12510127
chr6	12510504
chr6	12511030
chr6	12511096
chr6	12512066
chr6	12512150
chr6	12512336
chr6	12512344
chr6	12512515
chr6	12513220
chr6	12513486
chr6	12513549
chr6	12513626
chr6	12513790
chr6	12513795
chr6	12513842
chr6	12514066
chr6	12514075
chr6	12516242
chr6	12516245
chr6	12516431
chr6	12516585
chr6	12517124
chr6	12517549
chr6	12517560
chr6	12517632
chr6	12517777
chr6	12519274
chr6	12519950
chr6	12519956
chr6	12520064
chr6	12520288
chr6	12520658
chr6	12521061
chr6	12522575
chr6	12522578
chr6	12522598
chr6	12522610
chr6	12523598
chr6	12523611
chr6	12523795
chr6	12523938
chr6	12525290
chr6	12528188
chr6	12531078
chr6	12532707
chr6	12534174
chr6	12534271
chr6	12534864
chr6	12534927
chr6	12535111
chr6	12536108
chr6	12536342
chr6	12537174
chr6	12538078
chr6	12538356
chr6	12538549
chr6	12538774
chr6	12538887
chr6	12539272
chr6	12539788
chr6	12539897
chr6	12540017
chr6	12544169
chr6	12544251
chr6	12544672
chr6	12545103
chr6	12545150
chr6	12548958
chr6	12560606
chr6	12560914
chr6	12562580
chr6	12563616
chr6	12565050
chr6	12565157
chr6	12565802
chr6	12569231
chr6	12572711
chr6	12573088
chr6	12573726
chr6	12574558
chr6	12576782
chr6	12576992
chr6	12577027
chr6	12578859
chr6	12580740
chr6	12582936
chr6	12585656
chr6	12586276
chr6	12587013
chr6	12587128
chr6	12587532
chr6	12589269
chr6	12589983
chr6	12590363
chr6	12591325
chr6	12591395
chr6	12591417
chr6	12591418
chr6	12591431
chr6	12591442
chr6	12591677
chr6	12591725
chr6	12601033
chr6	12607944
chr6	12607948
chr6	12661041
chr6	12698134
chr6	12763686
chr6	12764151
chr6	12768994
chr6	12787915
chr6	12801131
chr6	12811955
chr6	12821491
chr6	12825805
chr6	12826479
chr6	12827334
chr6	12832046
chr6	12833077
chr6	12839176
chr6	12839392
chr6	12849031
chr6	12850534
chr6	12850885
chr6	12851768
chr6	12852478
chr6	12853162
chr6	12855542
chr6	12858223
chr6	12859058
chr6	12859059
chr6	12859556
chr6	12859886
chr6	12860080
chr6	12860239
chr6	12860242
chr6	12862978
chr6	12863108
chr6	12863738
chr6	12864134
chr6	12865148
chr6	12865243
chr6	12865376
chr6	12865503
chr6	12865649
chr6	12867696
chr6	12871736
chr6	12872092
chr6	12872220
chr6	12873775
chr6	12874309
chr6	12874672
chr6	12875054
chr6	12877597
chr6	12879101
chr6	12879996
chr6	12880109
chr6	12880131
chr6	12881163
chr6	12881855
chr6	12883524
chr6	12888602
chr6	12889004
chr6	12889145
chr6	12891103
chr6	12891301
chr6	12892456
chr6	12892486
chr6	12892523
chr6	12892754
chr6	12894103
chr6	12894904
chr6	12896740
chr6	12897307
chr6	12898292
chr6	12898884
chr6	12900977
chr6	12901441
chr6	12902248
chr6	12902290
chr6	12902441
chr6	12903435
chr6	12907411
chr6	12907412
chr6	12907591
chr6	12908077
chr6	12908408
chr6	12908747
chr6	12909874
chr6	12911965
chr6	12913152
chr6	12915417
chr6	12919867
chr6	12919989
chr6	12921714
chr6	12922535
chr6	12922652
chr6	12922689
chr6	12922734
chr6	12923157
chr6	12923767
chr6	12925936
chr6	12927544
chr6	12927845
chr6	12934233
chr6	12934302
chr6	12934687
chr6	12943066
chr6	12944118
chr6	12946412
chr6	12948388
chr6	12950751
chr6	12951578
chr6	12952040
chr6	12953303
chr6	12953369
chr6	12953384
chr6	12954012
chr6	12955611
chr6	12956130
chr6	12957035
chr6	12957621
chr6	12957825
chr6	12959815
chr6	12961161
chr6	12961220
chr6	12961672
chr6	12961922
chr6	12961929
chr6	12962438
chr6	12962690
chr6	12963841
chr6	12963842
chr6	12963962
chr6	12964846
chr6	12965205
chr6	12967106
chr6	12967645
chr6	12969200
chr6	12971065
chr6	12973667
chr6	12974378
chr6	12974653
chr6	12975002
chr6	12976244
chr6	12977548
chr6	12980710
chr6	12980798
chr6	12982423
chr6	12982529
chr6	12982666
chr6	12982789
chr6	12982950
chr6	12983504
chr6	12983987
chr6	12984572
chr6	12986217
chr6	12986466
chr6	12987237
chr6	12987641
chr6	12988251
chr6	12988589
chr6	12990111
chr6	12993298
chr6	12996494
chr6	12998161
chr6	12999006
chr6	12999283
chr6	13000784
chr6	13001274
chr6	13002071
chr6	13002131
chr6	13002629
chr6	13005180
chr6	13005284
chr6	13005430
chr6	13006410
chr6	13007733
chr6	13007734
chr6	13010299
chr6	13011944
chr6	13013746
chr6	13015501
chr6	13017916
chr6	13018238
chr6	13019300
chr6	13019302
chr6	13019304
chr6	13019306
chr6	13020317
chr6	13020686
chr6	13023788
chr6	13024123
chr6	13024234
chr6	13024536
chr6	13024571
chr6	13024606
chr6	13025456
chr6	13025564
chr6	13025819
chr6	13026189
chr6	13026552
chr6	13027002
chr6	13029882
chr6	13030189
chr6	13030256
chr6	13030594
chr6	13030993
chr6	13031740
chr6	13031745
chr6	13034114
chr6	13034629
chr6	13035947
chr6	13037041
chr6	13038879
chr6	13052693
chr6	13054501
chr6	13057248
chr6	13060640
chr6	13064501
chr6	13066297
chr6	13066809
chr6	13068959
chr6	13070085
chr6	13070690
chr6	13070801
chr6	13070826
chr6	13075337
chr6	13076881
chr6	13077457
chr6	13081378
chr6	13084687
chr6	13086650
chr6	13088339
chr6	13089994
chr6	13090170
chr6	13092427
chr6	13092759
chr6	13093634
chr6	13094147
chr6	13094478
chr6	13095642
chr6	13097658
chr6	13097840
chr6	13098302
chr6	13098495
chr6	13100821
chr6	13102246
chr6	13103162
chr6	13103712
chr6	13104041
chr6	13104170
chr6	13104276
chr6	13104581
chr6	13105768
chr6	13108053
chr6	13108929
chr6	13109015
chr6	13109416
chr6	13109528
chr6	13110143
chr6	13111431
chr6	13111772
chr6	13122193
chr6	13127645
chr6	13129064
chr6	13129605
chr6	13130237
chr6	13131397
chr6	13131426
chr6	13134059
chr6	13134211
chr6	13134428
chr6	13134910
chr6	13137765
chr6	13139616
chr6	13141664
chr6	13144118
chr6	13144660
chr6	13144838
chr6	13145926
chr6	13146456
chr6	13148311
chr6	13148565
chr6	13149492
chr6	13152521
chr6	13152908
chr6	13153399
chr6	13154680
chr6	13155259
chr6	13157107
chr6	13157870
chr6	13157904
chr6	13158327
chr6	13159526
chr6	13162507
chr6	13162535
chr6	13166250
chr6	13166541
chr6	13168969
chr6	13172416
chr6	13177626
chr6	13191087
chr6	13191212
chr6	13191517
chr6	13204694
chr6	13211894
chr6	13231707
chr6	13247499
chr6	13270529
chr6	13297669
chr6	13335786
chr6	13351035
chr6	13360725
chr6	13371472
chr6	13382151
chr6	13386748
chr6	13386972
chr6	13386997
chr6	13387350
chr6	13387898
chr6	13388400
chr6	13388454
chr6	13388480
chr6	13388751
chr6	13389521
chr6	13408147
chr6	13434799
chr6	13451984
chr6	13491916
chr6	13503917
chr6	13511461
chr6	13513897
chr6	13531877
chr6	13531881
chr6	13552719
chr6	13553317
chr6	13554535
chr6	13556653
chr6	13557321
chr6	13558695
chr6	13559802
chr6	13559872
chr6	13561029
chr6	13561042
chr6	13561526
chr6	13562277
chr6	13562757
chr6	13562869
chr6	13563086
chr6	13563712
chr6	13564057
chr6	13570346
chr6	13572442
chr6	13572653
chr6	13573138
chr6	13576637
chr6	13582087
chr6	13590185
chr6	13594862
chr6	13595472
chr6	13596981
chr6	13598122
chr6	13599303
chr6	13600459
chr6	13612078
chr6	13613130
chr6	13619639
chr6	13625413
chr6	13630152
chr6	13630153
chr6	13634072
chr6	13636138
chr6	13638243
chr6	13638984
chr6	13639241
chr6	13639700
chr6	13641739
chr6	13642999
chr6	13644160
chr6	13650814
chr6	13650971
chr6	13652006
chr6	13655616
chr6	13657040
chr6	13658507
chr6	13658798
chr6	13659079
chr6	13664855
chr6	13666292
chr6	13667769
chr6	13669416
chr6	13670864
chr6	13674113
chr6	13675396
chr6	13677351
chr6	13680064
chr6	13680776
chr6	13681315
chr6	13683948
chr6	13685185
chr6	13695223
chr6	13695252
chr6	13696565
chr6	13697476
chr6	13706250
chr6	13708107
chr6	13708918
chr6	13710635
chr6	13713659
chr6	13716170
chr6	13716207
chr6	13716767
chr6	13717201
chr6	13718244
chr6	13718264
chr6	13722715
chr6	13723128
chr6	13726605
chr6	13727056
chr6	13728185
chr6	13728670
chr6	13730363
chr6	13731432
chr6	13732840
chr6	13732887
chr6	13733093
chr6	13735255
chr6	13736005
chr6	13736025
chr6	13736184
chr6	13737010
chr6	13737799
chr6	13737807
chr6	13739490
chr6	13740268
chr6	13740511
chr6	13742958
chr6	13743027
chr6	13743303
chr6	13744085
chr6	13744211
chr6	13744869
chr6	13745064
chr6	13745518
chr6	13745625
chr6	13745865
chr6	13746106
chr6	13746438
chr6	13747171
chr6	13747353
chr6	13747642
chr6	13747783
chr6	13747786
chr6	13748687
chr6	13748918
chr6	13749102
chr6	13749447
chr6	13749579
chr6	13750095
chr6	13751547
chr6	13751732
chr6	13752065
chr6	13754050
chr6	13754097
chr6	13754265
chr6	13754563
chr6	13755124
chr6	13755331
chr6	13755585
chr6	13794521
chr6	13798681
chr6	13805164
chr6	13815049
chr6	13823934
chr6	13824031
chr6	13824087
chr6	13827057
chr6	13827260
chr6	13827708
chr6	13828363
chr6	13829399
chr6	13829705
chr6	13829803
chr6	13830115
chr6	13830318
chr6	13830375
chr6	13830987
chr6	13831663
chr6	13833393
chr6	13834142
chr6	13834212
chr6	13834406
chr6	13834516
chr6	13834607
chr6	13836594
chr6	13836672
chr6	13836706
chr6	13837044
chr6	13837588
chr6	13837776
chr6	13838300
chr6	13838304
chr6	13838316
chr6	13838375
chr6	13838377
chr6	13838637
chr6	13838858
chr6	13839345
chr6	13842375
chr6	13844042
chr6	13844363
chr6	13845712
chr6	13846184
chr6	13846476
chr6	13846534
chr6	13847687
chr6	13847872
chr6	13853036
chr6	13853160
chr6	13853685
chr6	13854002
chr6	13854041
chr6	13854051
chr6	13854082
chr6	13854263
chr6	13854271
chr6	13854317
chr6	13854341
chr6	13854366
chr6	13854377
chr6	13854393
chr6	13854652
chr6	13854831
chr6	13854999
chr6	13855093
chr6	13855197
chr6	13855198
chr6	13855342
chr6	13855472
chr6	13855585
chr6	13855908
chr6	13855952
chr6	13855958
chr6	13856141
chr6	13856227
chr6	13856231
chr6	13856671
chr6	13857096
chr6	13857746
chr6	13857781
chr6	13857959
chr6	13859142
chr6	13859180
chr6	13859261
chr6	13859784
chr6	13859938
chr6	13860700
chr6	13860918
chr6	13861426
chr6	13861493
chr6	13861505
chr6	13861532
chr6	13861678
chr6	13861711
chr6	13861719
chr6	13861942
chr6	13862113
chr6	13862210
chr6	13862270
chr6	13862276
chr6	13862380
chr6	13862423
chr6	13862460
chr6	13862955
chr6	13863033
chr6	13863185
chr6	13863686
chr6	13863733
chr6	13864271
chr6	13864283
chr6	13864629
chr6	13864902
chr6	13865113
chr6	13865151
chr6	13865227
chr6	13865242
chr6	13865266
chr6	13865633
chr6	13865781
chr6	13866013
chr6	13866015
chr6	13866326
chr6	13866368
chr6	13867230
chr6	13868434
chr6	13869561
chr6	13870078
chr6	13870944
chr6	13871004
chr6	13871008
chr6	13871015
chr6	13871136
chr6	13871240
chr6	13871248
chr6	13871312
chr6	13871372
chr6	13871650
chr6	13871752
chr6	13871816
chr6	13872087
chr6	13872116
chr6	13872196
chr6	13872229
chr6	13872318
chr6	13872350
chr6	13872412
chr6	13872483
chr6	13872594
chr6	13872782
chr6	13873200
chr6	13873346
chr6	13873804
chr6	13877123
chr6	13878654
chr6	13879060
chr6	13879883
chr6	13880832
chr6	13881842
chr6	13886172
chr6	13887234
chr6	13888482
chr6	13889438
chr6	13892145
chr6	13892401
chr6	13892767
chr6	13893469
chr6	13893945
chr6	13894635
chr6	13896909
chr6	13897246
chr6	13897986
chr6	13903809
chr6	13906360
chr6	13906581
chr6	13907185
chr6	13909700
chr6	13909717
chr6	13911202
chr6	13911961
chr6	13914869
chr6	13915051
chr6	13917140
chr6	13918291
chr6	13918461
chr6	13919684
chr6	13920538
